"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SREK1IP1",1.0003764495422e-190,0.299074246064577,0.435,0.269,1.75426014191719e-186
"JUNB",1.00572406282423e-190,0.608160684777449,0.691,0.582,1.76363771656857e-186
"TNFSF11",1.1110187856715e-190,-0.359331712343474,0.061,0.197,1.94828254255355e-186
"GYS1",1.84004654426974e-190,0.315798086779695,0.271,0.137,3.22670562003142e-186
"SLC25A24",2.12879635662189e-190,0.355400633008512,0.376,0.222,3.73305729097214e-186
"PAPSS1",3.06354599102931e-190,0.542727502434307,0.454,0.304,5.372234249869e-186
"TSPAN13",3.71569897218558e-190,0.523938930364962,0.204,0.091,6.51584971762463e-186
"UBE2Z",7.08955448363682e-190,0.353759532777951,0.456,0.297,1.24322427425055e-185
"ZYX",8.79826813331877e-190,0.39276773488608,0.433,0.282,1.54286429985878e-185
"IFI30",1.78561252386844e-189,0.289223491777619,0.232,0.107,3.13125012185569e-185
"MCL1",2.06869944969018e-189,0.534964027419885,0.82,0.726,3.62767135497671e-185
"ADAM9",2.60093418401971e-189,0.366561100007698,0.331,0.184,4.56099818509697e-185
"PSMD11",3.24576361256367e-189,0.290982350130207,0.452,0.289,5.69177107099166e-185
"CMKLR1",4.93761575250384e-189,0.302474843676467,0.13,0.042,8.65860298359074e-185
"EXT1",6.50937063554199e-189,1.01696057836337,0.659,0.539,1.14148323464864e-184
"SNRPD1",1.06094347357075e-188,0.356922860957258,0.489,0.327,1.86047047525367e-184
"SRSF11",1.09133065312935e-188,0.296767772038948,0.734,0.56,1.91375743332763e-184
"THEMIS",1.40994123356342e-188,-0.641241997365035,0.097,0.246,2.47247294717682e-184
"CD38",2.7190893542899e-188,0.316728319531433,0.309,0.17,4.76819509168278e-184
"CREG1",2.88785665301591e-188,0.30021515905698,0.296,0.156,5.06414542672869e-184
"BTAF1",3.22895010227983e-188,0.378828795140312,0.593,0.428,5.66228689935792e-184
"MSRB2",3.68949402331966e-188,0.267840845548167,0.29,0.153,6.46989671929336e-184
"PRR13",7.83564901371399e-188,0.366387157694804,0.642,0.486,1.37405941104489e-183
"TXNDC15",7.88046419027265e-188,0.655258550177342,0.38,0.239,1.38191820040621e-183
"HSPA1B",1.10188440683697e-187,1.49776953769174,0.339,0.202,1.93226449582932e-183
"TMEM179B",3.58294382000858e-187,0.294368076317249,0.45,0.289,6.28305028276704e-183
"PTS",4.43191516497656e-187,0.287213135641434,0.381,0.225,7.77180643330289e-183
"RGS18",9.68923822855535e-187,0.427905880847369,0.334,0.191,1.69910481575947e-182
"VDR",1.33478881052876e-186,0.308541832903318,0.245,0.118,2.34068565814323e-182
"SYAP1",1.43623009803921e-186,0.336891831678686,0.558,0.385,2.51857309992157e-182
"RBM17",4.45771349398765e-186,0.267838000891734,0.554,0.379,7.81704638305675e-182
"SSNA1",5.66290971600372e-186,0.317342224673651,0.441,0.284,9.93047847798412e-182
"MT1X",5.84376119274682e-186,0.481184544694482,0.244,0.119,1.02476196276008e-181
"C3AR1",7.31085218523546e-186,0.717054758477961,0.364,0.23,1.28203103920289e-181
"CLASP2",7.4547416922695e-186,0.532609018201589,0.648,0.497,1.30726350315638e-181
"INSIG1",8.30103239478141e-186,0.964393723078993,0.361,0.216,1.45566904074887e-181
"RBM39",8.99728589085779e-186,0.281688556188055,0.861,0.748,1.57776405382082e-181
"ZFP36L2",1.41904564759236e-185,0.827351216749193,0.716,0.647,2.48843844761797e-181
"EHD4",1.5052589518443e-185,0.3483890834491,0.303,0.164,2.63962209795417e-181
"CSNK1A1",1.76127881061195e-185,0.326029288734651,0.805,0.678,3.08857852228912e-181
"LY6E",2.64675186105758e-185,0.391041018230258,0.442,0.287,4.64134406355058e-181
"ENTPD7",2.96932324676048e-185,0.272374819836839,0.219,0.1,5.20700524551917e-181
"EMC3",3.59503304863918e-185,0.262862809488356,0.44,0.276,6.30424995409366e-181
"ZNF22",4.25492085380025e-185,0.296541467200419,0.369,0.218,7.46142920922411e-181
"DYRK1A",4.26118307529798e-185,0.332873964142935,0.814,0.676,7.47241064084254e-181
"WDR1",6.56304853729468e-185,0.395106051454956,0.57,0.422,1.15089619149999e-180
"ABR",6.62785093935324e-185,0.476067507739863,0.573,0.427,1.16225994072498e-180
"ETV3",7.77935983463673e-185,0.575231397276085,0.311,0.176,1.3641885406019e-180
"MRPL55",8.87288539102861e-185,0.270605217091715,0.3,0.163,1.55594918217078e-180
"DENND6A",1.09041166114647e-184,0.32435718390889,0.504,0.337,1.91214588898645e-180
"HIGD1A",1.30494639454525e-184,0.316841141100764,0.33,0.188,2.28835399747455e-180
"KIF1B",1.52920506836017e-184,0.321939358655467,0.394,0.236,2.6816140078764e-180
"HDGF",1.52966101166564e-184,0.320742748460591,0.449,0.291,2.68241355005687e-180
"MTIF3",1.66831914228203e-184,0.370974593182023,0.497,0.339,2.92556444790577e-180
"TMX1",2.46830070611411e-184,0.258654189615833,0.398,0.241,4.32841211824171e-180
"PSMC5",3.19663077806568e-184,0.33585303608289,0.465,0.307,5.60561173241598e-180
"ACSL3",3.19963834410199e-184,0.498701014744366,0.465,0.31,5.61088580021726e-180
"FOXN2",3.86897126059091e-184,0.653613462222853,0.527,0.385,6.78462800257222e-180
"SQOR",4.45196001096419e-184,0.313962249570123,0.351,0.206,7.8069570752268e-180
"PCNX2",5.3389298887645e-184,-0.789329980101575,0.277,0.434,9.36234745293743e-180
"GLO1",5.60821951075688e-184,0.306808043920891,0.399,0.243,9.83457373406326e-180
"ZSWIM5",6.41228637776799e-184,-0.583099074838884,0.077,0.211,1.12445853920539e-179
"ZFAND6",1.15248386994992e-183,0.307309923727279,0.713,0.564,2.02099571434418e-179
"MAGED2",1.19858694302383e-183,0.297044656274295,0.304,0.167,2.10184206328658e-179
"DYNLT1",1.23771403515024e-183,0.356240103077818,0.573,0.412,2.17045533203946e-179
"VAMP3",1.27882773716654e-183,0.261497187647369,0.33,0.186,2.24255231989525e-179
"MLX",1.34229768214399e-183,0.270059768311833,0.361,0.212,2.35385321540769e-179
"TMEM238",2.06379148725476e-183,0.512344066022774,0.254,0.134,3.61906475204995e-179
"FBH1",2.14599910447903e-183,0.368592878282812,0.388,0.239,3.76322402961443e-179
"UBE2D3",2.36134525869048e-183,0.298418049331033,0.851,0.734,4.14085504563962e-179
"IRF8",4.12906232670052e-183,0.662649494319883,0.391,0.243,7.24072369610204e-179
"GGCX",4.68346863174267e-183,0.256511937901702,0.25,0.125,8.21293059262395e-179
"EIF4G1",5.99540031954799e-183,0.286261199593201,0.472,0.309,1.05135340003593e-178
"CD27",6.29881918821945e-183,0.412946124046179,0.145,0.053,1.10456093284616e-178
"MORF4L2",7.74259949706319e-183,0.405750667524899,0.574,0.423,1.357742247805e-178
"CASP10",9.67133538257265e-183,0.420626361894298,0.304,0.169,1.69596537268794e-178
"NAIP",1.18258393804973e-182,0.554888581612762,0.422,0.276,2.07377919376401e-178
"RAP1B",1.22065304085494e-182,0.460522542828754,0.871,0.786,2.14053717244321e-178
"POLR2E",2.55592508276437e-182,0.31212458319219,0.428,0.271,4.48207022513561e-178
"LSM12",2.73299310284121e-182,0.281564648226079,0.416,0.26,4.79257670514235e-178
"DNAAF9",3.1967595412531e-182,0.413395628324744,0.386,0.234,5.60583753154143e-178
"SRSF3",4.17171675349946e-182,0.333683611823215,0.777,0.627,7.31552249893664e-178
"TAX1BP1",4.1838827448969e-182,0.26556189211575,0.769,0.611,7.3368567814512e-178
"TARP",4.77764227403548e-182,-0.473084760159987,0.216,0.382,8.37807349174862e-178
"KLRC4-KLRK1",5.90334815197035e-182,-0.614891445504329,0.106,0.256,1.03521113192952e-177
"GLA",8.48945459913825e-182,0.419179966088019,0.279,0.146,1.48871075850488e-177
"RALGPS2",1.19612229390362e-181,0.886508659072893,0.387,0.252,2.09752005458939e-177
"IGBP1",1.45790598216778e-181,0.336543998053091,0.484,0.326,2.55658393032942e-177
"CYTIP",1.58093644417157e-181,0.753071161827476,0.772,0.685,2.77233014849926e-177
"DNAJB1",1.6179359881664e-181,1.69430510876594,0.441,0.293,2.8372125488486e-177
"IDO1",1.64900631913805e-181,0.805348938446856,0.187,0.081,2.89169748124049e-177
"PSMC4",1.76868340231728e-181,0.29504670908009,0.426,0.271,3.10156321430358e-177
"MARCKSL1",1.9852108655847e-181,0.392931960893586,0.299,0.164,3.48126577388932e-177
"FOXO3",2.55971783327884e-181,0.834933738623166,0.647,0.536,4.48872119243777e-177
"CLCN5",3.04469697254746e-181,0.277845928308694,0.214,0.096,5.33918061105923e-177
"SERPINF1",4.59253259130352e-181,0.483033348747738,0.164,0.065,8.05346515210984e-177
"GET3",8.54265369692174e-181,0.251979988198986,0.342,0.196,1.4980397522922e-176
"PSMB9",8.64897150963752e-181,0.449390836940277,0.691,0.547,1.51668364393004e-176
"TNFRSF10D",1.12034852485029e-180,0.338850806515063,0.174,0.071,1.96464317317747e-176
"MEFV",1.20286085385254e-180,0.318707855978505,0.215,0.1,2.10933679331582e-176
"COX7A2L",1.66188984127108e-180,0.362271922905283,0.589,0.433,2.91429002565297e-176
"LMO4",1.88492922655859e-180,0.723424322433028,0.54,0.387,3.30541189169314e-176
"HNRNPM",2.11071222195241e-180,0.287969581746607,0.756,0.603,3.70134495241575e-176
"NR1H2",3.04312486590416e-180,0.252436442485111,0.372,0.222,5.33642376484953e-176
"STMP1",3.71582225918103e-180,0.307159333212072,0.558,0.389,6.51606591369986e-176
"SLC38A10",6.53319287104527e-180,0.324693368856107,0.433,0.281,1.1456607018665e-175
"OXA1L",7.06953897166723e-180,0.270182978430392,0.365,0.216,1.23971435407157e-175
"APH1B",1.00215373251685e-179,0.289581119767547,0.303,0.165,1.75737678534155e-175
"PHC2",1.16024644889099e-179,0.525043112437817,0.414,0.276,2.03460817277523e-175
"TPMT",1.38508145320429e-179,0.293001768993018,0.324,0.182,2.42887883633904e-175
"ACSL1",1.53236349350101e-179,1.21960271305018,0.524,0.411,2.68715262220338e-175
"MESD",1.65386274421307e-179,0.398537837290097,0.473,0.322,2.90021370825205e-175
"GARS1",1.87909728984553e-179,0.324132961680274,0.417,0.262,3.29518500747313e-175
"LAIR1",2.02921948119834e-179,0.496985599238223,0.403,0.263,3.55843928222941e-175
"ERH",2.03777330349737e-179,0.389790260629178,0.588,0.437,3.57343926501298e-175
"CLTB",2.14957660911825e-179,0.297091007250948,0.423,0.27,3.76949754174975e-175
"PITPNM2",2.20370553421692e-179,-0.362779976483273,0.102,0.245,3.8644180248028e-175
"PDPK1",2.24169825533366e-179,0.303402314488667,0.392,0.242,3.9310420605531e-175
"DUSP16",2.64885563303964e-179,-0.752500435047909,0.306,0.461,4.64503323809832e-175
"SYVN1",3.02128587652573e-179,0.303297531745505,0.218,0.104,5.29812691307552e-175
"VTI1B",3.1253703561001e-179,0.270275288871159,0.366,0.218,5.48064945645714e-175
"OGFR",7.87266460715432e-179,0.281275464794675,0.418,0.264,1.38055046551058e-174
"SNX18",1.1407952271946e-178,0.404920281322108,0.333,0.194,2.00049851040845e-174
"SH3TC1",1.14817868873731e-178,0.340256489961484,0.324,0.186,2.01344614856976e-174
"TBRG1",1.54630746590908e-178,0.283793764900721,0.524,0.356,2.71160477221816e-174
"CASP5",1.7866217119546e-178,0.345033741837818,0.164,0.065,3.13301983408359e-174
"CSGALNACT2",2.99669162340473e-178,0.494949744304781,0.608,0.463,5.25499843080254e-174
"ACOT9",3.7304271053979e-178,0.341606757759001,0.412,0.261,6.54167697202576e-174
"EIF3J",4.21934694401646e-178,0.349913979176493,0.603,0.444,7.39904680102727e-174
"GPSM3",4.71104142145642e-178,0.362558540338028,0.631,0.48,8.26128223666598e-174
"RTN1",4.78977779645817e-178,0.761668259099861,0.268,0.145,8.39935434386905e-174
"YME1L1",6.57064718056085e-178,0.256651793433058,0.661,0.485,1.15222868958315e-173
"ABI3",8.08515802377527e-178,0.390467870195595,0.311,0.173,1.41781331104923e-173
"SRPRB",9.46127665373296e-178,0.358909700987491,0.263,0.14,1.65912947399861e-173
"USP40",1.37610745767126e-177,0.290497223289464,0.26,0.132,2.41314203777232e-173
"PDK4",1.44942565475663e-177,0.309779364149651,0.107,0.031,2.54171282818122e-173
"RAB4A",1.5431318739123e-177,0.272292161845581,0.388,0.235,2.7060360540926e-173
"SNX17",2.39754960628429e-177,0.309954231905346,0.426,0.275,4.20434298958013e-173
"HLA-DMB",2.61493074618e-177,0.407501466871259,0.322,0.185,4.58554255650125e-173
"TOX",2.87455602068741e-177,-0.55988960568446,0.444,0.677,5.04082143787745e-173
"NFKBIA",8.64144291626002e-177,0.836037858814001,0.856,0.778,1.51536342979536e-172
"TMIGD2",1.03766191380554e-176,-0.396860414199446,0.187,0.351,1.81964393204939e-172
"H4C3",1.16977634129317e-176,0.771962462993371,0.611,0.464,2.0513197920917e-172
"MYL12B",1.34222682228243e-176,0.375187122373371,0.815,0.695,2.35372895555447e-172
"NAPA",1.57705007654448e-176,0.321640697464529,0.477,0.319,2.7655150142284e-172
"ANKRD11",1.64029181694003e-176,0.280528970467819,0.768,0.626,2.87641573018604e-172
"AP3B1",2.20138354272136e-176,0.272502663084117,0.736,0.582,3.86034618051618e-172
"FDFT1",5.7429235520884e-176,0.379575371009749,0.413,0.261,1.00707907409422e-171
"SDF4",6.02345936588232e-176,0.311706218136717,0.472,0.318,1.05627383440112e-171
"NAP1L1",9.83170314742301e-176,0.265788265221713,0.756,0.605,1.7240874639321e-171
"ZC3H15",1.19877456832512e-175,0.294263465463338,0.572,0.406,2.10217108301494e-171
"DYNLL1",1.64922085188171e-175,0.422422590060306,0.687,0.549,2.89207368585976e-171
"SCN1B",1.69667908305473e-175,-0.465012930676947,0.072,0.201,2.97529644004478e-171
"EIF4H",2.60594868924003e-175,0.277154859814445,0.561,0.397,4.56979162145132e-171
"VEGFB",2.61396580641556e-175,0.409354959311044,0.349,0.212,4.58385043813033e-171
"RHOQ",3.02289447085886e-175,0.588650196102003,0.547,0.411,5.30094774409809e-171
"IRF4",3.34800939112564e-175,0.540685247457476,0.181,0.078,5.87106926827792e-171
"CLPTM1L",3.51058876165615e-175,0.354016042315771,0.4,0.256,6.15616845244022e-171
"FPR1",3.8863436016805e-175,0.862672887689766,0.401,0.27,6.81509213990692e-171
"FOXP1",8.56536614129874e-175,0.364932467826918,0.515,0.356,1.50202260653815e-170
"TMEM134",9.04803296260068e-175,0.312618266302877,0.321,0.187,1.58666306032166e-170
"ESD",1.02272375947393e-174,0.293167565727865,0.426,0.27,1.79344838461347e-170
"ST13",1.1042942763178e-174,0.28608668394279,0.638,0.468,1.9364904429509e-170
"SLC8A1",1.92862192048469e-174,1.1897524193829,0.466,0.358,3.38203139976195e-170
"EIF2AK3",1.95568598192255e-174,0.664548282317487,0.435,0.293,3.42949093789938e-170
"CCT4",2.09546087384755e-174,0.326528741683927,0.569,0.4,3.67460018837906e-170
"IDH3A",2.21937878698413e-174,0.335539514464749,0.295,0.162,3.89190264085538e-170
"TXNIP",4.47244132195579e-174,0.732976996151601,0.819,0.817,7.84287310218167e-170
"RNF125",4.95024924565289e-174,-0.602368273492592,0.319,0.479,8.68075707717691e-170
"FHIT",6.13750431907337e-174,0.611947793516668,0.469,0.331,1.07627275739271e-169
"FIBP",9.47048381020225e-174,0.321932245143166,0.417,0.265,1.66074404095707e-169
"CEP350",1.05469572621474e-173,0.304213030601948,0.696,0.536,1.84951442549016e-169
"ADIPOR1",1.1377153087388e-173,0.257891704598078,0.352,0.209,1.99509756540436e-169
"HADHA",1.24408207223477e-173,0.288068283800195,0.586,0.419,2.18162232187089e-169
"MZT2A",1.3408340782695e-173,0.450809237837721,0.416,0.276,2.35128663965339e-169
"COPB1",1.36387283466301e-173,0.292071506977586,0.583,0.416,2.39168740286506e-169
"DERL2",1.46941369823248e-173,0.309400663333319,0.368,0.226,2.57676386122048e-169
"PLD3",2.37831400907248e-173,0.385651030558863,0.413,0.268,4.17061144630949e-169
"COMMD3",3.75641806178006e-173,0.367328351336734,0.409,0.266,6.58725471313751e-169
"DIPK1A",4.80094125226163e-173,0.480903944705459,0.311,0.178,8.41893057996599e-169
"MRPS18C",4.92243836318651e-173,0.287079440439863,0.45,0.294,8.63198791368387e-169
"CCDC14",5.83717558112014e-173,0.583586564032884,0.355,0.219,1.02360710990523e-168
"SEC23B",6.62558287085487e-173,0.29736876769297,0.403,0.252,1.16186221223311e-168
"GAB2",7.82325744511411e-173,0.624290670306547,0.6,0.477,1.37188642557521e-168
"MAP3K2",8.01106630643569e-173,0.375626246626574,0.72,0.582,1.40482058749656e-168
"TNFRSF1B",1.0078755272821e-172,1.06964843237868,0.57,0.456,1.76741052464189e-168
"OPCML",1.49595185982611e-172,-0.844869339812369,0.035,0.148,2.62330118139106e-168
"MLF2",1.66268855873242e-172,0.309337691108305,0.402,0.258,2.91569065659318e-168
"GNL3",1.75229693343639e-172,0.373627498794657,0.404,0.26,3.07282790247406e-168
"CDC37",1.83758411651975e-172,0.300652071328842,0.595,0.43,3.22238750672903e-168
"NAGLU",1.8579216660312e-172,0.253277878134986,0.237,0.118,3.25805143355231e-168
"MRPS12",2.00998919644958e-172,0.263108182224187,0.348,0.206,3.52471705489398e-168
"BET1",2.9326508298329e-172,0.291666870185441,0.312,0.176,5.14269649519497e-168
"NAA10",4.80184476577887e-172,0.264539701076744,0.384,0.237,8.42051498126983e-168
"GRAMD1B",5.02779034976542e-172,-0.736031758663061,0.234,0.397,8.81673315734865e-168
"YWHAG",5.99809648865536e-172,0.359784620552127,0.465,0.311,1.0518262002506e-167
"MAP4K3",6.60369457317944e-172,0.322887343801886,0.46,0.303,1.15802388035275e-167
"GPI",6.91012852263395e-172,0.349536808987879,0.436,0.283,1.21176013772909e-167
"SFT2D1",8.28151204271521e-172,0.330984763604313,0.511,0.364,1.45224595181054e-167
"ERGIC2",8.47093584682636e-172,0.590162485764514,0.46,0.324,1.48546331009947e-167
"MCEE",1.2430974311325e-171,0.362705270937703,0.26,0.138,2.17989565523394e-167
"SHOC1",1.57689420356961e-171,-0.426525247732934,0.09,0.222,2.76524167537966e-167
"NSFL1C",2.02047287037036e-171,0.264973062545488,0.369,0.223,3.54310122548146e-167
"CD3E",2.45381261491246e-171,-0.412944996264845,0.221,0.397,4.30300580151048e-167
"HYOU1",2.58721509577742e-171,0.290680295290029,0.286,0.157,4.53694039195528e-167
"REL",2.93917101631072e-171,0.719539733554109,0.691,0.607,5.15413029420248e-167
"PNPLA8",2.9622707713799e-171,0.384354155858041,0.569,0.413,5.19463802469179e-167
"PSMD13",3.66580810963154e-171,0.288732044920325,0.498,0.341,6.42836110104987e-167
"SRPRA",7.16406898637543e-171,0.495443404626017,0.474,0.333,1.2562911374508e-166
"DUSP1",9.41418799993993e-171,0.844047352225636,0.711,0.643,1.65087200766947e-166
"MEI1",9.94407273590581e-171,0.413910616050449,0.226,0.113,1.74379259496844e-166
"MPC1",1.03628967707698e-170,0.317400132407532,0.426,0.276,1.81723757772219e-166
"MPHOSPH6",1.46697519987485e-170,0.266736154396044,0.32,0.181,2.57248771050054e-166
"MACO1",1.76852973951667e-170,0.288998953836228,0.434,0.278,3.10129375121644e-166
"MT1F",2.76848587157305e-170,0.256704779699292,0.138,0.05,4.8548168243905e-166
"GCH1",3.37132653084523e-170,0.634165276328174,0.371,0.236,5.9119582044902e-166
"TUBA1B",4.02776873965185e-170,0.715468115544561,0.6,0.472,7.06309526185348e-166
"KIAA0513",5.45811553209408e-170,0.436565509707775,0.385,0.247,9.57135139708017e-166
"PPA2",6.60715417389876e-170,0.28634155918114,0.532,0.367,1.15863055593489e-165
"PCMT1",8.33395611364028e-170,0.312852680811264,0.549,0.397,1.46144254408796e-165
"CERS6",1.16288732108275e-169,0.644286840283247,0.63,0.499,2.03923920625071e-165
"DOP1B",1.30766278684735e-169,0.494759603696658,0.383,0.239,2.29311746301551e-165
"WDR45B",1.47495359580603e-169,0.3443166884232,0.462,0.31,2.58647862560545e-165
"LARP4",1.88021240535687e-169,0.280123488413422,0.428,0.27,3.2971404740338e-165
"MAPKAPK2",2.20475565925716e-169,0.401270392081922,0.571,0.415,3.86625952407335e-165
"SNX8",6.42402647030293e-169,0.290089868601215,0.303,0.168,1.12651728183232e-164
"UBE2L6",7.32159006479115e-169,0.30217991607287,0.404,0.257,1.28391403376178e-164
"MTF1",7.86558435669491e-169,0.382105629842393,0.343,0.205,1.37930887279002e-164
"FKBP3",8.05093501239047e-169,0.320205825329462,0.431,0.279,1.41181196377279e-164
"ARL8B",1.20521335901555e-168,0.428640536600779,0.596,0.447,2.11346214636967e-164
"LRRC23",1.35457067609918e-168,0.337200196642063,0.255,0.131,2.37537513760753e-164
"SLC39A7",1.54482889738694e-168,0.293630353716216,0.263,0.141,2.70901195445774e-164
"SBNO2",1.58168405250788e-168,0.304060986361246,0.447,0.296,2.77364115447781e-164
"NLRC3",1.73560129237315e-168,-0.461816801736847,0.217,0.37,3.04355042630556e-164
"PBRM1",1.83671284481782e-168,0.324487322896716,0.65,0.498,3.22085964467253e-164
"BNIP2",1.9596627512021e-168,0.306293833856701,0.575,0.422,3.43646460050801e-164
"TMEM163",2.13356494767037e-168,0.526240909417451,0.147,0.057,3.74141949223475e-164
"TLR4",3.45742884193671e-168,0.328919088622297,0.246,0.126,6.06294721722021e-164
"VASP",4.45348750935696e-168,0.640803380931564,0.632,0.516,7.80963569640837e-164
"AMBRA1",4.83135005523163e-168,0.263426592735507,0.621,0.451,8.47225545685419e-164
"GPR183",5.17782003554696e-168,0.629154747234753,0.593,0.463,9.07982521433514e-164
"FAM89B",5.45488384523746e-168,0.353747016020611,0.435,0.287,9.56568431100841e-164
"NAA38",6.9697985099663e-168,0.364250166693776,0.591,0.439,1.22222386670769e-163
"TIMP2",8.85091910168411e-168,0.410296201460948,0.405,0.264,1.55209717367132e-163
"ZNF106",1.23434390923721e-167,0.252611188123977,0.534,0.376,2.16454547923837e-163
"ACTR3",1.30697494116234e-167,0.362386762843198,0.873,0.787,2.29191125682227e-163
"SORT1",1.85344852072629e-167,0.308732674635723,0.199,0.091,3.25020732594561e-163
"FOXN3",1.94537182198606e-167,0.338929473068187,0.835,0.741,3.41140402703475e-163
"QKI",2.1465206003189e-167,0.359974526248474,0.778,0.675,3.76413852471923e-163
"WAC",2.60494536044577e-167,0.37728468487665,0.798,0.689,4.5680321840777e-163
"SUMF1",4.47647279798235e-167,0.484617701143615,0.545,0.404,7.84994269854185e-163
"GAB1",4.65413594169415e-167,0.90926681672355,0.451,0.329,8.16149278735486e-163
"MMP25",5.54770146322446e-167,-0.269774475959342,0.107,0.242,9.7284492859104e-163
"ABI1",6.70696253113918e-167,0.440316850312782,0.708,0.576,1.17613294946057e-162
"CPNE5",8.19658606032132e-167,0.358956362546358,0.167,0.071,1.43735333153795e-162
"CYFIP1",8.33336722862469e-167,0.392474622870599,0.392,0.251,1.46133927721163e-162
"TFRC",9.64132985626711e-167,0.751513267534546,0.47,0.327,1.690703603595e-162
"DDX24",1.16317331545449e-166,0.259401135871234,0.654,0.478,2.03974072598099e-162
"DBNL",1.41668601425448e-166,0.349906581718254,0.543,0.394,2.48430059459666e-162
"HS3ST1",1.63763380267271e-166,0.328397388528811,0.127,0.043,2.87175463636687e-162
"VAC14",1.99322449375009e-166,0.285553685779409,0.337,0.198,3.49531847224016e-162
"TRABD",2.58452063614711e-166,0.302217315166377,0.416,0.27,4.53221538754758e-162
"UFD1",2.58496843094644e-166,0.282973261946918,0.43,0.279,4.53300064050769e-162
"PRDX2",2.6377319214486e-166,0.709736240220771,0.448,0.324,4.62552669745226e-162
"PRKAG2",5.51637253857638e-166,0.486630361702804,0.554,0.409,9.67351088364754e-162
"TRAK1",7.13755615102386e-166,0.334314772172101,0.576,0.425,1.25164184664354e-161
"UBA1",8.70242657202066e-166,0.266879185651011,0.444,0.294,1.52605752366954e-161
"NUMB",9.36613858712839e-166,0.542582473819216,0.77,0.671,1.64244606263883e-161
"ZDHHC12",2.15747069067523e-165,0.25128223796178,0.274,0.148,3.78334060316809e-161
"CHMP5",2.78449445822006e-165,0.286938491918363,0.487,0.332,4.8828894819347e-161
"SESTD1",3.82837821956948e-165,0.372679038877428,0.425,0.277,6.71344404583705e-161
"TNR",4.25208373129734e-165,-0.372694103571036,0.022,0.121,7.45645403120301e-161
"DNAJB9",5.12794258538577e-165,0.850270696351981,0.35,0.228,8.99236011773248e-161
"CLTC",7.23637152160342e-165,0.306831237860131,0.671,0.534,1.26897011002838e-160
"PPM1G",7.6079906337851e-165,0.311533524215809,0.555,0.4,1.33413723754056e-160
"PHB1",1.6267085349918e-164,0.360550186394135,0.408,0.266,2.85259608696163e-160
"SERTAD2",1.80928952726141e-164,0.626004664258669,0.481,0.343,3.17277011500561e-160
"DSE",1.8876257301111e-164,0.673281386599371,0.502,0.38,3.31014048032283e-160
"STX7",1.9412302022049e-164,0.27920351247949,0.552,0.412,3.40414128258651e-160
"JAK1",1.99938385639422e-164,0.348533144662391,0.883,0.782,3.5061195305729e-160
"UBE2I",2.87639192037456e-164,0.31252302589501,0.628,0.471,5.04404087156883e-160
"EPRS1",4.81670530468403e-164,0.425201650037868,0.463,0.322,8.44657442229392e-160
"PSMC6",4.98988031987796e-164,0.257064315707891,0.535,0.373,8.750254128938e-160
"RUVBL2",6.55610847908234e-164,0.256300559203174,0.222,0.108,1.14967918289188e-159
"UBALD2",7.37665138792823e-164,0.303590176553165,0.505,0.353,1.29356958738709e-159
"COPS6",9.85386254883783e-164,0.279456375415479,0.415,0.269,1.7279733365642e-159
"CISD2",2.02876335205182e-163,0.353137630712043,0.396,0.256,3.55763941415807e-159
"IDO2",4.16169542853419e-163,0.374676497802005,0.173,0.074,7.29794910347756e-159
"TMEM248",7.07364797165238e-163,0.262956239382554,0.49,0.332,1.24043490830896e-158
"MRPL16",7.5756944055871e-163,0.260745543466602,0.342,0.204,1.32847377096375e-158
"UBE2E1",9.19674290773869e-163,0.348271788822738,0.627,0.479,1.61274083630106e-158
"DNPH1",9.51206848698558e-163,0.280348365955674,0.33,0.194,1.66803632987779e-158
"ELMO1",1.08202413173114e-162,0.443978766877094,0.743,0.642,1.89743751740372e-158
"AARS1",1.1766665867485e-162,0.272474547591091,0.228,0.114,2.06340252652217e-158
"CAPZA2",1.48543873446969e-162,0.339496449090461,0.675,0.542,2.60486536476605e-158
"CEP128",1.53418597061365e-162,1.78807762781147,0.329,0.209,2.6903485180681e-158
"AHCYL1",5.99477250869416e-162,0.276717326869428,0.43,0.279,1.05124330712461e-157
"RAB32",6.96576710816426e-162,0.350053862696394,0.326,0.195,1.22151692008768e-157
"S100A11",8.47594151486836e-162,0.664969369559584,0.845,0.791,1.48634110404731e-157
"TMEM141",1.66143133119314e-161,0.259866811906816,0.301,0.172,2.91348598238029e-157
"MAF1",2.24995493566581e-161,0.255382541491915,0.398,0.253,3.94552097518356e-157
"RTCB",2.3122151526417e-161,0.264658566523425,0.404,0.254,4.05470049167248e-157
"TUBB",3.0619487216818e-161,0.484257194280212,0.578,0.435,5.3694332783412e-157
"TTC7B",3.97772354677883e-161,0.285276633757426,0.2,0.093,6.97533601163135e-157
"BUD31",5.04529404484854e-161,0.276943997591612,0.466,0.315,8.8474276370464e-157
"KDM4B",5.14593694131673e-161,0.303421605907374,0.523,0.369,9.02391502029301e-157
"XRCC5",8.81667971206467e-161,0.287208884302714,0.775,0.641,1.54609295430766e-156
"PUM1",9.41753627324883e-161,0.272378207173844,0.698,0.543,1.65145916087692e-156
"EMC4",1.18050904825743e-160,0.250597831455301,0.337,0.201,2.07014066702423e-156
"CPNE7",1.49494637085032e-160,-0.289597976619092,0.09,0.22,2.62153795592312e-156
"NBDY",2.7430080807315e-160,0.326263833520914,0.498,0.345,4.81013897037076e-156
